id,letter,word,type,etymology,definition,added_at
P4467,P,PROFESSIONNALISER,verbe transitif direct,"Étymologie : xixe siècle. Dérivés de professionnel, avec influence de l’anglais to professionalize.","1. 
Rendre professionnelle une activité, lui donner le statut de métier.
Professionnaliser une fonction.
▪ Pron.
Le rugby français s’est professionnalisé à la fin des années 1980.
Par métonymie.
Ce jeune chanteur aimerait se professionnaliser.


2. 
Marque de domaine : enseignement.
Adapter une formation à la pratique professionnelle.
Pron.
Ce cursus doit se professionnaliser.
Par métonymie.
Il a choisi cette école pour se professionnaliser rapidement.",2026-06-04T04:58:24.657Z
P4468,P,PROFESSIONNALISME,nom masculin,"Étymologie : xixe siècle. Dérivés de professionnel, avec influence de l’anglais professionalism.","1. 
Statut d’une personne qui exerce une activité à titre professionnel.
Ce joueur de football est passé de l’amateurisme au professionnalisme.

2. 
Le fait de bien connaître son métier et de l’exercer avec sérieux.
Faire preuve, manquer de professionnalisme.",2026-06-04T04:58:24.730Z
P4627,P,PROPORTIONNALITÉ,nom féminin,"Étymologie : xive siècle. Empruntés du latin tardif proportionalitas, de même sens.","■ 
Rapport qui unit des grandeurs, des quantités proportionnelles entre elles.
La proportionnalité entre le poids d’une marchandise vendue au kilo et son prix.
Sur une carte routière, il y a proportionnalité entre les distances réelles et les distances représentées.
Fig.
Adéquation, équilibre.
La proportionnalité des peines et des délits.
▪ Spécialement. Marque de domaine : sciences.
Coefficient de proportionnalité, dans le cas de deux grandeurs proportionnelles, nombre par lequel on multiplie la première pour obtenir la seconde.
π est le coefficient de proportionnalité qui permet de passer du diamètre d’un cercle à sa circonférence.
Tableau de proportionnalité, notation, sous forme de tableau, des termes d’une proportion.
– Marque de domaine : fiscalité.
Proportionnalité d’un impôt, caractère d’un impôt dont le taux est fixe et correspond à un pourcentage déterminé du montant à imposer.",2026-06-04T04:58:27.879Z
P4891,P,PSEUDOHERMAPHRODISME,nom masculin,Étymologie : xxe siècle. Composé de pseudo‑ et d’hermaphrodisme.,"Marque de domaine : zoologie.
Le fait, pour un organisme, de présenter certains caractères d’un sexe, tout en possédant les chromosomes sexuels et les glandes reproductrices de l’autre sexe.
Pseudohermaphrodisme femelle, mâle.",2026-06-04T04:58:33.150Z
P4959,P,PSYCHOTROPE,adjectif,"Étymologie : xxe siècle. Composé de psycho‑ et de ‑trope, tiré du grec tropos, « direction », lui-même dérivé de trepein, « tourner, diriger ».","■ 
Se dit d’une substance chimique, naturelle ou synthétique, qui modifie l’activité mentale, les comportements et les sensations, en agissant sur le système nerveux central.
Les drogues sont des produits psychotropes ou, substantivement, au masculin, des psychotropes.
Un médicament psychotrope ou, substantivement, au masculin, un psychotrope, un médicament prescrit pour ses effets antidépresseurs, tranquillisants, neuroleptiques.
Par métonymie.
L’action psychotrope des barbituriques.
(Dans certains emplois, on dit aussi Psychoactif.)",2026-06-04T04:58:34.645Z
R0083,R,RACE,nom féminin,"Étymologie : xve siècle, rasse. Emprunté de l’italien razza, « race », désignant à l’origine un groupe d’étalons et de juments destinés à la reproduction, altération de l’ancien français haraz, de même sens, lui-même d’origine francique.","1. 
Dans la langue soutenue.
Lignée, ensemble des ascendants et descendants d’une même personne, d’une même famille.
La race d’Abraham, de David.
Il vient d’une race illustre, d’une race ancienne.
Être de race noble, de race royale.
Une race éteinte.
Spécialement. Marque de domaine : histoire. Vieilli.
Chacune des dynasties qui ont tour à tour occupé le trône de France.
La première, la deuxième, la troisième race, les Mérovingiens, les Carolingiens, les Capétiens.
▪ Loc. adj. Péj.
Fin de race, se dit, dans la langue courante, d’une personne qui, dans ses manières ou son apparence, semble incarner le déclin d’une grande famille.
Subst.
Un, une fin de race.

▪ Par extension.
Ensemble d’êtres humains considérés comme ayant une origine commune.
La race humaine, la race mortelle.
Les races futures, les races à venir.

▪ Par analogie.
Catégorie particulière d’individus apparentés par des qualités, des inclinations, des habitudes communes.
Il est de la race des grands conquérants.
Souvent en mauvaise part.
La race des pédants est insupportable.
Marque de domaine : bible.
Race de vipères, voir Vipère.


2. 
Chacun des grands groupes entre lesquels on répartissait naguère, arbitrairement, l’espèce humaine d’après certains caractères physiques apparents.
Dès les premiers classements des êtres humains en races, à la fin du xviie siècle, les groupes constitués firent l’objet d’une hiérarchisation.
Au début du xxe siècle, on distinguait souvent les races noire, blanche, jaune et rouge.
« Race et histoire », de Claude Lévi-Strauss, a fait date dans le domaine de l’ethnologie.
Le mélange, le métissage des races.
▪ Par extension.
S’est aussi employé au sens de Peuple, Ethnie.
« La Race française », du médecin René Martial, fut un ouvrage de référence dans l’entre-deux-guerres.
Un des fondements du national-socialisme était la supériorité d’une prétendue race aryenne.",2026-06-04T05:03:31.834Z
R0097,R,"RACIAL, RACIALE",adjectif,Étymologie : xxe siècle. Dérivé de race.,"Relatif à la notion arbitraire de race.
Discrimination, ségrégation raciale.
Des préjugés raciaux.
En France, l’incitation à la haine raciale est un délit.",2026-06-04T05:03:32.162Z
R0102,R,RACISME,nom masculin,Étymologie : xxe siècle. Dérivé de race.,"■ 
Préjugé hostile ou méprisant à l’égard des personnes appartenant à telle ou telle population, à telle ou telle ethnie ; doctrine selon laquelle il existerait, au sein de l’espèce humaine, une hiérarchie entre les groupes appelés races, qui seraient dotés de facultés inégales.
Une remarque teintée de racisme.
Le racisme, en rompant l’unité du genre humain, légitime la volonté de domination de certains groupes sur d’autres.
Le mouvement SOS Racisme a été fondé en 1984.
Racisme d’État, qui repose sur des lois raciales.
Un théoricien du racisme.
▪ Par extension.
Attitude, comportement qui relève d’un tel préjugé, d’une telle doctrine.
Faire preuve de racisme.",2026-06-04T05:03:32.315Z
R0103,R,RACISTE,adjectif,Étymologie : xixe siècle. Dérivé de race.,"Relatif au racisme ; qui fait preuve de racisme.
Les théories racistes étaient au centre de la politique nationale-socialiste.
Comportement raciste.
Injure à caractère raciste.
Dans le Code pénal, la motivation raciste d’un crime ou d’un délit constitue une circonstance aggravante.
Une plaisanterie raciste.
Un homme politique raciste.
Subst.
Un, une raciste.",2026-06-04T05:03:32.403Z
R0615,R,RATONNADE,nom féminin,"Étymologie : xxe siècle. Dérivé de raton, employé comme injure raciste à l’égard des Nord-Africains.","■ 
Marque de domaine : histoire.
S’est employé, durant la guerre d’Algérie, pour désigner des actions de représailles menées contre des Maghrébins.
▪ Par extension.
Acte de violence collective à caractère raciste dirigé contre des minorités d’origine maghrébine.",2026-06-04T05:03:42.275Z
R2425,R,RÉVISIONNISME,nom masculin,Étymologie : xixe siècle. Dérivé de révision.,"1. 
Le fait de réclamer la révision de lois, de décisions de justice, de traités, ou d’être favorable à cette révision.
Le révisionnisme des dreyfusards.
Après la Première Guerre mondiale se développa en Allemagne un révisionnisme qui cherchait à lever les mesures imposées par le traité de Versailles.

2. 
Attitude d’un individu, d’un groupe qui remet en question la doctrine du mouvement, du parti politique auquel il appartient.
▪ Spécialement.
A désigné de manière polémique, dans l’histoire du marxisme, la position de ceux qui souhaitaient réviser l’ensemble théorique élaboré par Marx et Engels afin de promouvoir le réformisme.
Dans la querelle sino-soviétique des années 1960, Mao Zedong accusait de révisionnisme les responsables politiques de l’URSS, notamment Khrouchtchev.
Le parti communiste italien était taxé de révisionnisme par les Brigades rouges.

▪ Par métonymie.
Le révisionnisme d’un courant politique.


3. 
Terme polémique désignant l’attitude d’un historien qui, en élaborant de nouvelles hypothèses, revient sur l’interprétation dominante, à une époque donnée, de certains faits historiques, et, par métonymie, le caractère des travaux ainsi élaborés.",2026-06-04T05:04:17.175Z
R2426,R,RÉVISIONNISTE,adjectif,Étymologie : xixe siècle. Dérivé de révision.,"1. 
Qui réclame la révision de lois, de décisions de justice, de traités ; qui est favorable à cette révision.
Opposés aux lois constitutionnelles de 1875, les partisans du général Boulanger étaient appelés « républicains révisionnistes ».
Subst.
Le journaliste Bernard Lazare, qui prit la défense d’Alfred Dreyfus lors de sa condamnation, fut un des premiers révisionnistes.
▪ Par métonymie.
Un courant révisionniste.
Des positions révisionnistes.


2. 
Se dit d’un individu, d’un groupe qui remet en question la doctrine du mouvement, du parti politique auquel il appartient.
Sous l’influence de Vladimir Jabotinsky, un parti révisionniste fut créé dans les années 1920 pour réformer le sionisme.
▪ Spécialement.
S’est dit de manière polémique, dans l’histoire du marxisme, pour qualifier ceux qui souhaitaient réviser l’ensemble théorique élaboré par Marx et Engels afin de promouvoir le réformisme.
Marxistes révisionnistes.
Subst.
Eduard Bernstein et Otto Bauer ont été traités de révisionnistes par les marxistes orthodoxes.

▪ Par métonymie.
Des conceptions révisionnistes.


3. 
Se dit, de manière polémique, d’un historien qui, en élaborant de nouvelles hypothèses, revient sur l’interprétation dominante de faits historiques.
Un auteur révisionniste.
▪ Par métonymie.
Les travaux de François Furet sur la Révolution française, au moment de leur parution, ont été qualifiés de révisionnistes par les marxistes.",2026-06-04T05:04:17.261Z
R2852,R,ROM,nom,"Étymologie : xixe siècle. Emprunté du romani rrom, proprement « homme, époux », puis « Tsigane », lui-même probablement d’origine sanscrite.","■ 
Avec une majuscule.
Personne appartenant à la population originaire du Nord de l’Inde qui migra à partir du xive siècle en Europe centrale, puis, pour certaines communautés, dans le reste de l’Europe et en Amérique du Nord, et dont la langue est le romani.
Le terme « rom » a été adopté par le Conseil de l’Europe en 2006 pour remplacer d’autres appellations imprécises, impropres ou péjoratives.
▪ Désigne en particulier un membre de l’un des trois grands groupes issus de cette population, installé principalement dans les Balkans et en Europe centrale.
Les Roms, les Gitans et les Manouches.
En France, les Roms viennent pour la plupart de Roumanie et de Bulgarie.

▪ Adjectivement.
La communauté rom.

(On dit aussi Tsigane ou, moins souvent, Romani.)",2026-06-04T05:04:25.920Z
R2872,R,ROMANI,nom,"Étymologie : xixe siècle. Mot romani, signifiant d’abord « propre aux Tsiganes », dérivé de rrom, proprement « homme, époux », puis « Tsigane », lui-même probablement d’origine sanscrite.","1. 
N.
Synonyme moins fréquent de Rom [i].

2. 
N. m. Marque de domaine : linguistique.
Langue indo-européenne, proche du sanscrit à l’origine, qui s’est enrichie de nombreux emprunts au cours des déplacements des Roms en Europe, et qui comporte plusieurs dialectes.
Le romani a été doté d’un alphabet standard, mais il est aussi transcrit dans divers autres alphabets, selon les pays où vivent les communautés roms.
Adjectivement.
La littérature en langue romani.
Les parlers romanis.",2026-06-04T05:04:26.388Z
R2873,R,"ROMANICHEL, ROMANICHELLE",nom,"Étymologie : xixe siècle. Adaptation du romani d’Allemagne Romanitchel, « peuple des Tsiganes ; Tsigane », lui-même composé à l’aide de romani, « Tsigane », et de tsel, « peuple ».","Désignait naguère, souvent de manière péjorative, les membres de communautés nomades qu’on appelait aussi bohémiens, gitans, manouches.
Une roulotte de romanichels.",2026-06-04T05:04:26.463Z
